Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.question16,Answer.question17,Answer.question18,Answer.question19,Answer.question2,Answer.question20,Answer.question21,Answer.question22,Answer.question23,Answer.question24,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.trueAnswer16,Answer.trueAnswer17,Answer.trueAnswer18,Answer.trueAnswer19,Answer.trueAnswer2,Answer.trueAnswer20,Answer.trueAnswer21,Answer.trueAnswer22,Answer.trueAnswer23,Answer.trueAnswer24,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.answer0,Answer.answer1,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.answer16,Answer.answer17,Answer.answer18,Answer.answer19,Answer.answer2,Answer.answer20,Answer.answer21,Answer.answer22,Answer.answer23,Answer.answer24,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.comments
subset,none,lgbjckfncok88u1/21,zi53rt5amlnlle4/0,wc3yesvzcawev2b/18,0t7hyu660p7bja8/1,c8vfeb66wb94r09/4,zxvn4kcvil8onmd/6,wx0obc7c8f6ce6w/16,2e3tfgr5x7rfryb/9,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,c7557xr0oa9typw/22,xzadddndcont63h/11,c39wrwcnjy60fx0/15,lje1kpehfxsqxg6/3,h53qagtbagigq4f/12,0xtz9sah11iwzfb/19,a9sdxr2f6l0ngql/24,p8x7qrx57foej2v/17,9omx3hyvbsi6s4z/14,9v2qvj0b6ny4lrp/5,ida8bqy4xp5417p/23,m5vgbt7e802e612/20,nm9rf5ltug85eay/8,aqjoi7izpzp6acv/10,867rdbxwrn1tlom/13,Japanese,Russian,Chinese,Russian,Thai,Tamil,Hebrew,Hindi,Russian,Tamil,Japanese,Hindi,Hebrew,Thai,Hindi,Chinese,Japanese,Hebrew,Latin,Thai,Japanese,Chinese,Tamil,Hindi,Latin,Chinese|Japanese|Thai,Russian,Chinese|Japanese|Latin|Hebrew,Russian|Latin|Hebrew,Latin|Hebrew|Thai,Tamil,Chinese|Japanese|Latin|Hebrew|Thai,Hindi,Russian|Japanese|Latin|Hebrew|Thai,Tamil,Japanese|Latin|Hebrew|Thai,Hindi,Latin|Hebrew|Thai,Tamil|Latin|Hebrew|Thai,Hindi,Chinese|Japanese|Latin|Hebrew|Thai,Chinese|Japanese|Latin|Hebrew|Thai,Russian|Chinese|Japanese|Latin|Hebrew|Thai,Latin|Hebrew,Latin|Hebrew|Thai,Japanese|Latin|Hebrew,Chinese|Japanese|Latin|Hebrew,Tamil,Hindi,Japanese|Latin|Hebrew|Thai,i like this work.
single-skip,multiplicative,zi53rt5amlnlle4/0,ida8bqy4xp5417p/23,p8x7qrx57foej2v/17,wc3yesvzcawev2b/18,c39wrwcnjy60fx0/15,867rdbxwrn1tlom/13,9v2qvj0b6ny4lrp/5,xzadddndcont63h/11,h53qagtbagigq4f/12,nm9rf5ltug85eay/8,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,lje1kpehfxsqxg6/3,a9sdxr2f6l0ngql/24,zxvn4kcvil8onmd/6,2e3tfgr5x7rfryb/9,m5vgbt7e802e612/20,aqjoi7izpzp6acv/10,0t7hyu660p7bja8/1,9omx3hyvbsi6s4z/14,lgbjckfncok88u1/21,c8vfeb66wb94r09/4,wx0obc7c8f6ce6w/16,0xtz9sah11iwzfb/19,c7557xr0oa9typw/22,Russian,Japanese,Hebrew,Chinese,Hebrew,Latin,Thai,Hindi,Hindi,Tamil,Russian,Tamil,Thai,Japanese,Tamil,Hindi,Chinese,Hindi,Russian,Latin,Japanese,Thai,Hebrew,Chinese,Japanese,Russian,Skip,Skip,Skip,Skip,Skip,Tamil,Hindi,Hindi,Tamil,Skip,Tamil,Tamil,Skip,Tamil,Hindi,Skip,Hindi,Russian,Skip,Skip,Tamil,Skip,Skip,Skip,
single-skip,multiplicative,p8x7qrx57foej2v/17,9v2qvj0b6ny4lrp/5,a9sdxr2f6l0ngql/24,ida8bqy4xp5417p/23,wc3yesvzcawev2b/18,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,2e3tfgr5x7rfryb/9,c8vfeb66wb94r09/4,xzadddndcont63h/11,wx0obc7c8f6ce6w/16,zxvn4kcvil8onmd/6,dfgcmyi9zlmzojy/2,lje1kpehfxsqxg6/3,m5vgbt7e802e612/20,867rdbxwrn1tlom/13,c39wrwcnjy60fx0/15,c7557xr0oa9typw/22,0t7hyu660p7bja8/1,nm9rf5ltug85eay/8,lgbjckfncok88u1/21,0xtz9sah11iwzfb/19,aqjoi7izpzp6acv/10,h53qagtbagigq4f/12,9omx3hyvbsi6s4z/14,Hebrew,Thai,Japanese,Japanese,Chinese,Tamil,Russian,Hindi,Thai,Hindi,Hebrew,Tamil,Russian,Thai,Chinese,Latin,Hebrew,Japanese,Russian,Tamil,Japanese,Chinese,Hindi,Hindi,Latin,Hebrew,Thai,Japanese,Japanese,Chinese,Skip,Russian,Skip,Skip,Skip,Hebrew,Skip,Latin,Skip,Skip,Skip,Hebrew,Japanese,Russian,Skip,Japanese,Chinese,Hindi,Hindi,Latin,
single-skip,multiplicative,867rdbxwrn1tlom/13,aqjoi7izpzp6acv/10,2e3tfgr5x7rfryb/9,a9sdxr2f6l0ngql/24,p8x7qrx57foej2v/17,c39wrwcnjy60fx0/15,6l8h1tv26zedant/7,wc3yesvzcawev2b/18,lgbjckfncok88u1/21,c8vfeb66wb94r09/4,lje1kpehfxsqxg6/3,dfgcmyi9zlmzojy/2,wx0obc7c8f6ce6w/16,zxvn4kcvil8onmd/6,h53qagtbagigq4f/12,9v2qvj0b6ny4lrp/5,nm9rf5ltug85eay/8,9omx3hyvbsi6s4z/14,xzadddndcont63h/11,c7557xr0oa9typw/22,0xtz9sah11iwzfb/19,m5vgbt7e802e612/20,ida8bqy4xp5417p/23,0t7hyu660p7bja8/1,zi53rt5amlnlle4/0,Latin,Hindi,Hindi,Japanese,Hebrew,Hebrew,Tamil,Chinese,Japanese,Thai,Thai,Russian,Hebrew,Tamil,Hindi,Thai,Tamil,Latin,Hindi,Japanese,Chinese,Chinese,Japanese,Russian,Russian,Latin,Hindi,Hindi,Japanese,Hebrew,Skip,Tamil,Chinese,Japanese,Skip,Tamil,Hebrew,Hebrew,Tamil,Hindi,Skip,Tamil,Skip,Hindi,Japanese,Chinese,Chinese,Japanese,Russian,Russian,
single-noskip,additive,c7557xr0oa9typw/22,nm9rf5ltug85eay/8,wx0obc7c8f6ce6w/16,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,9v2qvj0b6ny4lrp/5,c8vfeb66wb94r09/4,p8x7qrx57foej2v/17,m5vgbt7e802e612/20,867rdbxwrn1tlom/13,aqjoi7izpzp6acv/10,9omx3hyvbsi6s4z/14,c39wrwcnjy60fx0/15,lgbjckfncok88u1/21,0t7hyu660p7bja8/1,lje1kpehfxsqxg6/3,xzadddndcont63h/11,wc3yesvzcawev2b/18,h53qagtbagigq4f/12,a9sdxr2f6l0ngql/24,zi53rt5amlnlle4/0,0xtz9sah11iwzfb/19,dfgcmyi9zlmzojy/2,2e3tfgr5x7rfryb/9,ida8bqy4xp5417p/23,Japanese,Tamil,Hebrew,Tamil,Tamil,Thai,Thai,Hebrew,Chinese,Latin,Hindi,Latin,Hebrew,Japanese,Russian,Thai,Hindi,Chinese,Hindi,Japanese,Russian,Chinese,Russian,Hindi,Japanese,Chinese,Tamil,Hebrew,Tamil,Tamil,Thai,Hebrew,Thai,Chinese,Hebrew,Hindi,Russian,Hebrew,Japanese,Russian,Thai,Hindi,Japanese,Hindi,Japanese,Russian,Japanese,Latin,Hindi,Chinese,GOOD
subset,multiplicative,c8vfeb66wb94r09/4,2e3tfgr5x7rfryb/9,m5vgbt7e802e612/20,0xtz9sah11iwzfb/19,h53qagtbagigq4f/12,lgbjckfncok88u1/21,0t7hyu660p7bja8/1,xzadddndcont63h/11,nm9rf5ltug85eay/8,9omx3hyvbsi6s4z/14,aqjoi7izpzp6acv/10,a9sdxr2f6l0ngql/24,867rdbxwrn1tlom/13,wc3yesvzcawev2b/18,wx0obc7c8f6ce6w/16,c39wrwcnjy60fx0/15,c7557xr0oa9typw/22,ida8bqy4xp5417p/23,lje1kpehfxsqxg6/3,zxvn4kcvil8onmd/6,zi53rt5amlnlle4/0,6l8h1tv26zedant/7,9v2qvj0b6ny4lrp/5,p8x7qrx57foej2v/17,dfgcmyi9zlmzojy/2,Thai,Hindi,Chinese,Chinese,Hindi,Japanese,Russian,Hindi,Tamil,Latin,Hindi,Japanese,Latin,Chinese,Hebrew,Hebrew,Japanese,Japanese,Thai,Tamil,Russian,Tamil,Thai,Hebrew,Russian,Hebrew|Latin|Russian,Hindi,Japanese|Thai|Chinese,Japanese|Thai|Chinese,Hindi,Japanese|Thai|Chinese,Latin|Russian,Hindi,Tamil,Latin|Russian,Hindi,Hebrew|Japanese|Thai,Hebrew|Latin|Russian,Japanese|Thai|Chinese,Hebrew|Japanese|Thai,Hebrew|Japanese|Thai,Japanese|Thai|Chinese,Japanese|Thai|Chinese,Hebrew|Tamil,Tamil,Hebrew|Latin|Russian,Tamil,Hebrew|Thai|Latin,Japanese|Thai|Russian,Hebrew|Latin|Russian,very interesting
single-skip,multiplicative,wx0obc7c8f6ce6w/16,xzadddndcont63h/11,c7557xr0oa9typw/22,lje1kpehfxsqxg6/3,9omx3hyvbsi6s4z/14,p8x7qrx57foej2v/17,c8vfeb66wb94r09/4,h53qagtbagigq4f/12,wc3yesvzcawev2b/18,nm9rf5ltug85eay/8,6l8h1tv26zedant/7,lgbjckfncok88u1/21,dfgcmyi9zlmzojy/2,ida8bqy4xp5417p/23,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,m5vgbt7e802e612/20,aqjoi7izpzp6acv/10,0t7hyu660p7bja8/1,0xtz9sah11iwzfb/19,a9sdxr2f6l0ngql/24,zi53rt5amlnlle4/0,867rdbxwrn1tlom/13,c39wrwcnjy60fx0/15,2e3tfgr5x7rfryb/9,Hebrew,Hindi,Japanese,Thai,Latin,Hebrew,Thai,Hindi,Chinese,Tamil,Tamil,Japanese,Russian,Japanese,Tamil,Thai,Chinese,Hindi,Russian,Chinese,Japanese,Russian,Latin,Hebrew,Hindi,Hebrew,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Russian,Skip,Skip,Russian,Hebrew,Hebrew,Skip,I hope I performed the task correctly and satisfactory. Ty.
single-noskip,additive,a9sdxr2f6l0ngql/24,wx0obc7c8f6ce6w/16,c39wrwcnjy60fx0/15,m5vgbt7e802e612/20,lje1kpehfxsqxg6/3,0t7hyu660p7bja8/1,h53qagtbagigq4f/12,dfgcmyi9zlmzojy/2,0xtz9sah11iwzfb/19,867rdbxwrn1tlom/13,zi53rt5amlnlle4/0,aqjoi7izpzp6acv/10,nm9rf5ltug85eay/8,ida8bqy4xp5417p/23,9v2qvj0b6ny4lrp/5,p8x7qrx57foej2v/17,2e3tfgr5x7rfryb/9,c8vfeb66wb94r09/4,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,xzadddndcont63h/11,wc3yesvzcawev2b/18,c7557xr0oa9typw/22,9omx3hyvbsi6s4z/14,lgbjckfncok88u1/21,Japanese,Hebrew,Hebrew,Chinese,Thai,Russian,Hindi,Russian,Chinese,Latin,Russian,Hindi,Tamil,Japanese,Thai,Hebrew,Hindi,Thai,Tamil,Tamil,Hindi,Chinese,Japanese,Latin,Japanese,Chinese,Hebrew,Hebrew,Japanese,Russian,Latin,Hindi,Russian,Chinese,Latin,Russian,Hindi,Hindi,Chinese,Hindi,Hebrew,Latin,Hebrew,Russian,Russian,Russian,Japanese,Chinese,Latin,Chinese,
subset,multiplicative,zxvn4kcvil8onmd/6,wx0obc7c8f6ce6w/16,lgbjckfncok88u1/21,aqjoi7izpzp6acv/10,c39wrwcnjy60fx0/15,867rdbxwrn1tlom/13,ida8bqy4xp5417p/23,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,9v2qvj0b6ny4lrp/5,nm9rf5ltug85eay/8,a9sdxr2f6l0ngql/24,0t7hyu660p7bja8/1,2e3tfgr5x7rfryb/9,m5vgbt7e802e612/20,zi53rt5amlnlle4/0,xzadddndcont63h/11,wc3yesvzcawev2b/18,p8x7qrx57foej2v/17,0xtz9sah11iwzfb/19,h53qagtbagigq4f/12,9omx3hyvbsi6s4z/14,lje1kpehfxsqxg6/3,c7557xr0oa9typw/22,c8vfeb66wb94r09/4,Tamil,Hebrew,Japanese,Hindi,Hebrew,Latin,Japanese,Russian,Tamil,Thai,Tamil,Japanese,Russian,Hindi,Chinese,Russian,Hindi,Chinese,Hebrew,Chinese,Hindi,Latin,Thai,Japanese,Thai,Hebrew|Thai|Tamil,Hebrew|Tamil,Japanese,Hindi|Hebrew|Tamil,Hebrew,Latin,Japanese|Chinese,Hindi|Hebrew|Tamil,Hindi|Hebrew|Thai|Tamil,Hebrew|Tamil,Hebrew|Tamil,Japanese|Chinese,Russian,Hindi|Hebrew|Tamil,Chinese,Russian,Thai|Tamil,Chinese,Hebrew|Tamil,Chinese,Hebrew|Tamil,Latin,Hebrew,Japanese|Chinese,Hindi|Thai|Tamil,Fun study.
single-skip,multiplicative,wc3yesvzcawev2b/18,a9sdxr2f6l0ngql/24,0xtz9sah11iwzfb/19,2e3tfgr5x7rfryb/9,lgbjckfncok88u1/21,zi53rt5amlnlle4/0,6l8h1tv26zedant/7,aqjoi7izpzp6acv/10,nm9rf5ltug85eay/8,zxvn4kcvil8onmd/6,wx0obc7c8f6ce6w/16,c7557xr0oa9typw/22,867rdbxwrn1tlom/13,dfgcmyi9zlmzojy/2,m5vgbt7e802e612/20,c39wrwcnjy60fx0/15,lje1kpehfxsqxg6/3,xzadddndcont63h/11,9omx3hyvbsi6s4z/14,ida8bqy4xp5417p/23,c8vfeb66wb94r09/4,9v2qvj0b6ny4lrp/5,h53qagtbagigq4f/12,0t7hyu660p7bja8/1,p8x7qrx57foej2v/17,Chinese,Japanese,Chinese,Hindi,Japanese,Russian,Tamil,Hindi,Tamil,Tamil,Hebrew,Japanese,Latin,Russian,Chinese,Hebrew,Thai,Hindi,Latin,Japanese,Thai,Thai,Hindi,Russian,Hebrew,Chinese,Japanese,Skip,Hebrew,Skip,Russian,Tamil,Hindi,Thai,Tamil,Hebrew,Japanese,Latin,Skip,Chinese,Hebrew,Tamil,Hindi,Latin,Skip,Skip,Thai,Hindi,Russian,Hebrew,
subset,none,a9sdxr2f6l0ngql/24,zxvn4kcvil8onmd/6,wx0obc7c8f6ce6w/16,867rdbxwrn1tlom/13,c39wrwcnjy60fx0/15,p8x7qrx57foej2v/17,0xtz9sah11iwzfb/19,aqjoi7izpzp6acv/10,m5vgbt7e802e612/20,xzadddndcont63h/11,9omx3hyvbsi6s4z/14,c7557xr0oa9typw/22,c8vfeb66wb94r09/4,lgbjckfncok88u1/21,nm9rf5ltug85eay/8,dfgcmyi9zlmzojy/2,0t7hyu660p7bja8/1,lje1kpehfxsqxg6/3,2e3tfgr5x7rfryb/9,zi53rt5amlnlle4/0,wc3yesvzcawev2b/18,h53qagtbagigq4f/12,ida8bqy4xp5417p/23,9v2qvj0b6ny4lrp/5,6l8h1tv26zedant/7,Japanese,Tamil,Hebrew,Latin,Hebrew,Hebrew,Chinese,Hindi,Chinese,Hindi,Latin,Japanese,Thai,Japanese,Tamil,Russian,Russian,Thai,Hindi,Russian,Chinese,Hindi,Japanese,Thai,Tamil,Japanese,Hindi|Hebrew,Latin|Tamil|Hindi,Latin|Tamil|Thai,Latin|Tamil|Thai,Latin|Tamil|Hindi|Hebrew,Japanese|Thai|Chinese,Tamil|Hindi|Hebrew,Japanese|Thai|Chinese,Japanese|Thai|Chinese,Latin|Tamil,Japanese|Thai|Chinese,Tamil|Hebrew,Japanese|Thai|Chinese,Latin|Tamil|Hebrew,Tamil|Hindi|Hebrew,Latin|Tamil,Tamil|Hindi,Tamil|Hindi|Hebrew,Tamil|Thai,Japanese|Thai|Chinese,Japanese|Tamil|Thai,Japanese|Thai|Chinese,Tamil|Russian,Tamil|Hindi,
single-noskip,additive,m5vgbt7e802e612/20,0xtz9sah11iwzfb/19,9omx3hyvbsi6s4z/14,867rdbxwrn1tlom/13,p8x7qrx57foej2v/17,nm9rf5ltug85eay/8,h53qagtbagigq4f/12,wx0obc7c8f6ce6w/16,a9sdxr2f6l0ngql/24,lgbjckfncok88u1/21,zi53rt5amlnlle4/0,c8vfeb66wb94r09/4,ida8bqy4xp5417p/23,2e3tfgr5x7rfryb/9,wc3yesvzcawev2b/18,c39wrwcnjy60fx0/15,xzadddndcont63h/11,c7557xr0oa9typw/22,0t7hyu660p7bja8/1,zxvn4kcvil8onmd/6,lje1kpehfxsqxg6/3,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,9v2qvj0b6ny4lrp/5,6l8h1tv26zedant/7,Chinese,Chinese,Latin,Latin,Hebrew,Tamil,Hindi,Hebrew,Japanese,Japanese,Russian,Thai,Japanese,Hindi,Chinese,Hebrew,Hindi,Japanese,Russian,Tamil,Thai,Russian,Hindi,Thai,Tamil,Japanese,Chinese,Russian,Thai,Hebrew,Tamil,Hindi,Hebrew,Japanese,Chinese,Russian,Thai,Chinese,Hindi,Chinese,Hebrew,Hindi,Chinese,Latin,Tamil,Russian,Hebrew,Hindi,Thai,Tamil,No
subset,none,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,6l8h1tv26zedant/7,h53qagtbagigq4f/12,zxvn4kcvil8onmd/6,m5vgbt7e802e612/20,aqjoi7izpzp6acv/10,0xtz9sah11iwzfb/19,2e3tfgr5x7rfryb/9,9v2qvj0b6ny4lrp/5,lgbjckfncok88u1/21,xzadddndcont63h/11,dfgcmyi9zlmzojy/2,9omx3hyvbsi6s4z/14,867rdbxwrn1tlom/13,c8vfeb66wb94r09/4,c7557xr0oa9typw/22,nm9rf5ltug85eay/8,ida8bqy4xp5417p/23,0t7hyu660p7bja8/1,p8x7qrx57foej2v/17,lje1kpehfxsqxg6/3,a9sdxr2f6l0ngql/24,wc3yesvzcawev2b/18,wx0obc7c8f6ce6w/16,Hebrew,Russian,Tamil,Hindi,Tamil,Chinese,Hindi,Chinese,Hindi,Thai,Japanese,Hindi,Russian,Latin,Latin,Thai,Japanese,Tamil,Japanese,Russian,Hebrew,Thai,Japanese,Chinese,Hebrew,Latin|Hebrew|Russian,Latin|Hebrew|Russian,Tamil,Hindi,Tamil,Thai|Japanese|Chinese,Hindi,Thai|Japanese|Chinese,Hindi,Tamil,Thai|Japanese|Chinese,Hindi,Latin|Hebrew|Russian,Latin|Hebrew|Russian,Latin|Hebrew|Russian,Latin|Hebrew|Hindi|Russian,Thai|Japanese|Chinese,Tamil,Thai|Japanese|Chinese,Latin|Hebrew|Russian,Latin|Hebrew|Russian,Tamil,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Hindi,
single-noskip,additive,lje1kpehfxsqxg6/3,nm9rf5ltug85eay/8,ida8bqy4xp5417p/23,m5vgbt7e802e612/20,dfgcmyi9zlmzojy/2,2e3tfgr5x7rfryb/9,zxvn4kcvil8onmd/6,c7557xr0oa9typw/22,6l8h1tv26zedant/7,c8vfeb66wb94r09/4,p8x7qrx57foej2v/17,a9sdxr2f6l0ngql/24,wc3yesvzcawev2b/18,wx0obc7c8f6ce6w/16,aqjoi7izpzp6acv/10,9omx3hyvbsi6s4z/14,c39wrwcnjy60fx0/15,0xtz9sah11iwzfb/19,h53qagtbagigq4f/12,zi53rt5amlnlle4/0,0t7hyu660p7bja8/1,xzadddndcont63h/11,9v2qvj0b6ny4lrp/5,lgbjckfncok88u1/21,867rdbxwrn1tlom/13,Thai,Tamil,Japanese,Chinese,Russian,Hindi,Tamil,Japanese,Tamil,Thai,Hebrew,Japanese,Chinese,Hebrew,Hindi,Latin,Hebrew,Chinese,Hindi,Russian,Russian,Hindi,Thai,Japanese,Latin,Tamil,Tamil,Chinese,Japanese,Thai,Hindi,Tamil,Japanese,Tamil,Tamil,Hebrew,Hebrew,Chinese,Hebrew,Hindi,Russian,Hebrew,Chinese,Hindi,Latin,Latin,Hindi,Hebrew,Chinese,Latin,nice work & interesting
subset,none,m5vgbt7e802e612/20,ida8bqy4xp5417p/23,lje1kpehfxsqxg6/3,wc3yesvzcawev2b/18,lgbjckfncok88u1/21,p8x7qrx57foej2v/17,9omx3hyvbsi6s4z/14,xzadddndcont63h/11,h53qagtbagigq4f/12,c7557xr0oa9typw/22,wx0obc7c8f6ce6w/16,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,c39wrwcnjy60fx0/15,9v2qvj0b6ny4lrp/5,867rdbxwrn1tlom/13,nm9rf5ltug85eay/8,0xtz9sah11iwzfb/19,a9sdxr2f6l0ngql/24,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,c8vfeb66wb94r09/4,2e3tfgr5x7rfryb/9,0t7hyu660p7bja8/1,Chinese,Japanese,Thai,Chinese,Japanese,Hebrew,Latin,Hindi,Hindi,Japanese,Hebrew,Tamil,Tamil,Russian,Hebrew,Thai,Latin,Tamil,Chinese,Japanese,Russian,Hindi,Thai,Hindi,Russian,Chinese|Japanese|Thai,Chinese|Japanese|Thai,Latin|Hindi,Chinese|Japanese|Thai,Chinese|Japanese,Russian|Hebrew,Russian|Tamil,Russian,Tamil|Hebrew,Chinese|Japanese,Hebrew,Russian|Tamil|Hebrew,Hindi|Hebrew,Russian,Russian|Hebrew,Russian|Hebrew,Russian|Hebrew,Russian|Tamil,Chinese|Japanese|Thai,Chinese|Japanese,Russian|Tamil|Hebrew,Hebrew,Hindi|Hebrew,Russian,Russian|Hebrew,
subset,multiplicative,lgbjckfncok88u1/21,0t7hyu660p7bja8/1,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,m5vgbt7e802e612/20,2e3tfgr5x7rfryb/9,p8x7qrx57foej2v/17,wc3yesvzcawev2b/18,a9sdxr2f6l0ngql/24,9v2qvj0b6ny4lrp/5,aqjoi7izpzp6acv/10,0xtz9sah11iwzfb/19,nm9rf5ltug85eay/8,lje1kpehfxsqxg6/3,wx0obc7c8f6ce6w/16,dfgcmyi9zlmzojy/2,867rdbxwrn1tlom/13,h53qagtbagigq4f/12,xzadddndcont63h/11,ida8bqy4xp5417p/23,c7557xr0oa9typw/22,9omx3hyvbsi6s4z/14,c8vfeb66wb94r09/4,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,Japanese,Russian,Tamil,Tamil,Chinese,Hindi,Hebrew,Chinese,Japanese,Thai,Hindi,Chinese,Tamil,Thai,Hebrew,Russian,Latin,Hindi,Hindi,Japanese,Japanese,Latin,Thai,Hebrew,Russian,Japanese|Chinese,Russian|Hebrew,Tamil,Tamil,Japanese|Chinese,Hindi,Thai|Latin|Hebrew,Japanese|Chinese,Japanese|Chinese,Thai|Latin|Hebrew,Hindi,Japanese|Chinese,Thai|Tamil,Tamil,Thai|Latin|Hebrew,Latin|Russian|Hebrew,Latin|Russian,Hindi,Hindi,Japanese|Chinese,Japanese|Chinese,Latin|Russian,Thai|Tamil|Hebrew,Thai|Hebrew,Latin|Russian,"The task was very interesting, but confused between Japanese and Chinese languages"
subset,none,9v2qvj0b6ny4lrp/5,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,ida8bqy4xp5417p/23,lje1kpehfxsqxg6/3,h53qagtbagigq4f/12,c39wrwcnjy60fx0/15,xzadddndcont63h/11,lgbjckfncok88u1/21,9omx3hyvbsi6s4z/14,zi53rt5amlnlle4/0,a9sdxr2f6l0ngql/24,p8x7qrx57foej2v/17,m5vgbt7e802e612/20,0xtz9sah11iwzfb/19,0t7hyu660p7bja8/1,nm9rf5ltug85eay/8,6l8h1tv26zedant/7,wc3yesvzcawev2b/18,wx0obc7c8f6ce6w/16,c8vfeb66wb94r09/4,zxvn4kcvil8onmd/6,2e3tfgr5x7rfryb/9,867rdbxwrn1tlom/13,c7557xr0oa9typw/22,Thai,Russian,Hindi,Japanese,Thai,Hindi,Hebrew,Hindi,Japanese,Latin,Russian,Japanese,Hebrew,Chinese,Chinese,Russian,Tamil,Tamil,Chinese,Hebrew,Thai,Tamil,Hindi,Latin,Japanese,Hebrew|Thai|Tamil|Hindi,Latin|Russian,Latin|Hebrew|Tamil|Hindi|Russian,Chinese|Thai|Japanese,Tamil|Hindi,Hebrew|Tamil|Hindi,Hebrew,Tamil|Hindi,Chinese|Thai|Japanese,Latin,Russian,Chinese|Thai|Japanese,Hebrew,Chinese|Thai|Japanese,Chinese|Thai|Japanese,Russian,Tamil|Hindi,Thai|Tamil|Hindi,Chinese|Thai|Japanese,Hebrew,Tamil|Hindi|Russian,Tamil|Hindi,Hebrew|Russian,Latin,Chinese|Thai|Japanese,interesting HIT - thanks!
subset,none,p8x7qrx57foej2v/17,0t7hyu660p7bja8/1,9omx3hyvbsi6s4z/14,6l8h1tv26zedant/7,wx0obc7c8f6ce6w/16,aqjoi7izpzp6acv/10,9v2qvj0b6ny4lrp/5,c8vfeb66wb94r09/4,0xtz9sah11iwzfb/19,wc3yesvzcawev2b/18,xzadddndcont63h/11,h53qagtbagigq4f/12,dfgcmyi9zlmzojy/2,2e3tfgr5x7rfryb/9,lje1kpehfxsqxg6/3,a9sdxr2f6l0ngql/24,m5vgbt7e802e612/20,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,lgbjckfncok88u1/21,nm9rf5ltug85eay/8,867rdbxwrn1tlom/13,c7557xr0oa9typw/22,zxvn4kcvil8onmd/6,ida8bqy4xp5417p/23,Hebrew,Russian,Latin,Tamil,Hebrew,Hindi,Thai,Thai,Chinese,Chinese,Hindi,Hindi,Russian,Hindi,Thai,Japanese,Chinese,Hebrew,Russian,Japanese,Tamil,Latin,Japanese,Tamil,Japanese,Hindi|Hebrew,Russian,Latin,Tamil,Hindi|Hebrew,Hebrew,Tamil,Russian,Chinese|Thai|Japanese,Chinese|Thai|Japanese,Tamil,Tamil,Russian,Hebrew,Tamil,Chinese|Thai|Japanese,Chinese|Thai|Japanese,Hebrew|Russian,Russian,Chinese|Thai|Japanese,Tamil,Hebrew,Chinese|Thai|Japanese,Tamil,Chinese|Thai|Japanese,
